Region,Country,Year,Diversity_rank,RDI_score,Diveristy_level,Buddhists,Christians,Hindus,Jews,Muslims,Other_Religions,Religiously_Unaffiliated,Level,Countrycode
Asia-Pacific,North Korea,2020,62,4.7271295,Moderate,1.5168726,.38403407,.0015850026,0,.010000302,25.219965,72.867546,1,408
Europe,North Macedonia,2010,44,5.4102917,Moderate,.011462259,65.189445,0,.0047759414,33.330002,.03128583,1.43303,1,807
Europe,North Macedonia,2020,48,5.3778167,Moderate,.011368634,64.685318,0,.0047369311,34.727261,.05566274,.51565486,1,807
Europe,Norway,2010,69,4.14889,Moderate,.53172553,78.81321,.15297334,.11449169,2.5196297,3.1899865,14.677985,1,578
Europe,Norway,2020,56,5.1056943,Moderate,.6877529,71.42244,.23049018,.096250214,4.1137452,.99778461,22.451542,1,578
Middle East-North Africa,Oman,2010,117,2.1367812,Moderate,.060792953,4.3748369,5.1689277,.0038516081,90.125305,.19018617,.07609529,1,512
Middle East-North Africa,Oman,2020,87,3.6804748,Moderate,.11207476,8.0710335,9.5314169,.0070652002,81.7873,.3508389,.14026952,1,512
Asia-Pacific,Pakistan,2010,164,.75435084,Very low,.010586156,1.4840673,1.7630821,.000094630566,96.685577,.042830002,.013764118,1,586
Asia-Pacific,Pakistan,2020,165,.78516829,Very low,.010499283,1.271848,2.1397018,.000090902737,96.544304,.020821461,.012734035,1,586
Middle East-North Africa,Palestinian territories,2010,186,.27812093,Very low,0,1.1790886,0,0,98.793823,.027085457,0,1,275
Middle East-North Africa,Palestinian territories,2020,188,.23888439,Very low,0,1.0045189,0,0,98.965813,.0296665,0,1,275
Latin America-Caribbean,Panama,2010,136,1.5087162,Low,.1403423,93.114822,.078822389,.21971397,.041196369,.38687038,6.018229,1,591
Latin America-Caribbean,Panama,2020,132,1.9217799,Low,.17138614,91.157906,.093144633,.23286159,.053109758,2.0811496,6.210443,1,591
Asia-Pacific,Papua New Guinea,2010,194,.11151025,Very low,.00356047,99.52021,.0027692544,.0013186925,.09362717,.006857201,.3716557,1,598
Asia-Pacific,Papua New Guinea,2020,190,.21097015,Very low,.0027693331,99.089844,.0022564935,.0010256789,.074771993,.51881778,.31051278,1,598
Latin America-Caribbean,Paraguay,2010,165,.73520678,Very low,.026002789,96.759064,0,.015601673,.012307985,2.6950092,.49201921,1,600
Latin America-Caribbean,Paraguay,2020,146,1.4347534,Low,.022663077,93.527756,0,.016619591,.011331539,2.1739464,4.247684,1,600
Latin America-Caribbean,Peru,2010,142,1.3492897,Low,.010810969,93.942612,.0025658945,.0065002665,.0093740681,3.2167189,2.8114202,1,604
Latin America-Caribbean,Peru,2020,156,1.2192514,Low,.031947389,94.491997,.0094881346,.0057048909,.021588508,.33256969,5.1067019,1,604
Asia-Pacific,Philippines,2010,127,1.7966526,Low,.036526319,91.774246,.0012830555,.00043480744,5.5711231,2.5405781,.07581,1,608
Asia-Pacific,Philippines,2020,135,1.8539435,Low,.036360435,91.461205,.0013286473,.00045225915,6.4623485,1.9971682,.041135743,1,608
Europe,Poland,2010,171,.6206758,Very low,.013714614,97.267479,.0041453619,.0082907239,.013087096,.042328954,2.6509538,1,616
Europe,Poland,2020,134,1.8782278,Low,.010713195,91.188416,.0052044885,.0117101,.0073155812,.13105956,8.6455803,1,616
Europe,Portugal,2010,129,1.7813075,Low,.17566392,91.764183,.18888593,.035970528,.25130951,.35609001,7.2278948,1,620
Europe,Portugal,2020,99,3.0007834,Moderate,.19921122,85.074371,.21903437,.03268465,.40882951,.28492847,13.780936,1,620
Latin America-Caribbean,Puerto Rico,2010,112,2.3128428,Moderate,.25792372,88.943558,.12347127,.040175036,.10209825,.21449763,10.318277,1,630
Latin America-Caribbean,Puerto Rico,2020,123,2.3331857,Moderate,.2200782,88.838188,.11798637,.045849621,.10836764,.28961259,10.379919,1,630
Middle East-North Africa,Qatar,2010,55,4.8171811,Moderate,.16877745,13.352153,11.090465,.012372346,74.628349,.44756374,.30032116,1,634
Middle East-North Africa,Qatar,2020,67,4.6313009,Moderate,.21844786,12.548363,10.629536,.010868053,75.891762,.42740431,.27362135,1,634
Sub-Saharan Africa,Republic of the Congo,2010,128,1.7923133,Low,.0039433208,91.807777,.0031546566,.0020279936,1.4851103,1.0657442,5.6322422,1,178
Sub-Saharan Africa,Republic of the Congo,2020,140,1.7078571,Low,.0039458633,92.22654,.0035074344,.0019290888,1.4647045,1.1001837,5.1991887,1,178
Sub-Saharan Africa,Reunion,2010,98,2.7087777,Moderate,.18915795,87.364944,4.5961537,.089874461,4.2464685,1.4528735,2.0605245,1,638
Sub-Saharan Africa,Reunion,2020,107,2.6761432,Moderate,.18563443,87.53289,4.5099564,.083522782,4.1668344,1.4340556,2.0871029,1,638
Europe,Romania,2010,190,.16932826,Very low,.0071304892,99.27076,.0017211526,.047208756,.34089473,.1224433,.20984526,1,642
Europe,Romania,2020,183,.33653349,Very low,.029729391,98.542,.019956755,.045262743,.35579652,.067656629,.93960071,1,642
Europe,Russia,2010,62,4.4481554,Moderate,.36389223,77.087738,.072866254,.13820927,8.623188,.68366945,13.030439,1,643
Europe,Russia,2020,47,5.4060669,Moderate,.35243994,69.925789,.071238369,.084050812,8.1930084,1.1752315,20.198244,1,643
Sub-Saharan Africa,Rwanda,2010,167,.71424502,Very low,0,96.87323,.0048501166,0,1.321907,.90367866,.89633155,1,646
Sub-Saharan Africa,Rwanda,2020,167,.67687076,Very low,0,97.0336,.0038033337,0,1.8075737,.1470868,1.0079354,1,646
Asia-Pacific,Samoa,2010,182,.32053471,Very low,.056505449,98.610649,.051368587,.015410576,.041094869,1.0801538,.1448167,1,882
Asia-Pacific,Samoa,2020,176,.53986549,Very low,.037221506,97.634232,.037221506,.0093053766,.025297131,2.1925061,.064215787,1,882
Sub-Saharan Africa,Sao Tome and Principe,2010,79,3.5541611,Moderate,0,82.296021,0,0,.16470982,5.0885081,12.450758,1,678
Sub-Saharan Africa,Sao Tome and Principe,2020,94,3.2004111,Moderate,0,84.435905,0,0,.091474153,5.7793808,9.6932383,1,678
Middle East-North Africa,Saudi Arabia,2010,147,1.2509124,Low,.056653894,3.353215,2.005758,.0021045886,94.406059,.090323918,.085883543,1,682
Middle East-North Africa,Saudi Arabia,2020,142,1.6120856,Low,.07348647,4.377708,2.6221166,.0027474433,92.693802,.11803728,.11210346,1,682
Sub-Saharan Africa,Senegal,2010,158,.87364244,Very low,.00031923075,3.4084094,0,.00031923075,96.121429,.46594632,.0035733038,1,686
Sub-Saharan Africa,Senegal,2020,173,.55645049,Very low,.00030420805,2.4033866,0,.00030420805,97.556473,.018828791,.020703293,1,686
Europe,Serbia,2010,153,1.0162928,Low,.014110733,95.482338,.0033970282,.0084283194,3.2436061,.026272511,1.2218461,1,688
Europe,Serbia,2020,136,1.8499157,Low,.014541986,91.535507,.0035335671,.0095665008,4.4200506,.0079284115,4.0088696,1,688
Sub-Saharan Africa,Seychelles,2010,143,1.3372427,Low,.75750607,94.047295,1.4604812,0,.90005744,.59171671,2.2429457,1,690
Sub-Saharan Africa,Seychelles,2020,147,1.3576051,Low,.75807828,93.951843,1.4491702,0,.89311671,.58733779,2.3604522,1,690
Sub-Saharan Africa,Sierra Leone,2010,82,3.5233881,Moderate,0,18.127554,.0062143663,0,81.555435,.21442008,.096377656,1,694
Sub-Saharan Africa,Sierra Leone,2020,85,3.7138672,Moderate,0,19.829313,.0097158477,0,80.146637,.0022957984,.012038952,1,694
Asia-Pacific,Singapore,2010,1,9.2220125,Very high,33.014217,18.269638,5.3785019,.005809912,15.590596,11.139638,16.601597,1,702
Asia-Pacific,Singapore,2020,1,9.2543602,Very high,30.801491,18.758917,5.2946,.015228762,16.138643,9.0950384,19.896082,1,702
Europe,Slovakia,2010,63,4.3815699,Moderate,.052640833,75.063782,.0053175278,.041586626,.040326726,.1026114,24.693735,1,703
Europe,Slovakia,2020,68,4.5727973,Moderate,.1227305,73.7453,.017808132,.037891094,.054791711,.69180596,25.32967,1,703
Europe,Slovenia,2010,58,4.7354536,Moderate,.022663288,72.393959,.10073228,.011258853,.92064786,.10674173,26.443996,1,705
Europe,Slovenia,2020,43,5.4560819,Moderate,.038389336,65.415436,.010602368,.023140971,1.6086274,.63641655,32.267387,1,705
Asia-Pacific,Solomon Islands,2010,151,1.0558639,Low,.31998006,95.289673,.0092525166,0,.268637,3.8199923,.29246905,1,90
Asia-Pacific,Solomon Islands,2020,159,1.1138209,Low,.33987489,95.022377,.0072338958,0,.33987489,3.9631228,.32751581,1,90
Sub-Saharan Africa,Somalia,2010,201,.044941504,Very low,0,.038002685,.046939503,0,99.807152,.086940959,.020963665,1,706
Sub-Saharan Africa,Somalia,2020,199,.038829744,Very low,0,.026225023,.039998192,0,99.833397,.08425606,.016120082,1,706
Sub-Saharan Africa,South Africa,2010,86,3.2717059,Moderate,.023915533,84.332092,1.0357026,.13614002,1.9425764,6.7224765,5.8070974,1,710
Sub-Saharan Africa,South Africa,2020,95,3.0793407,Moderate,.035529964,85.257118,1.0650073,.065178007,1.6048826,8.8501711,3.1221101,1,710
Asia-Pacific,South Korea,2010,2,7.7048788,Very high,25.57152,32.131062,.031610403,.00020486329,.21000534,.71611708,41.339478,1,410
Asia-Pacific,South Korea,2020,4,7.3340173,Very high,19.000572,31.985546,.091812678,.00019288379,.3100028,.34825626,48.263618,1,410
Sub-Saharan Africa,South Sudan,2010,18,6.203661,High,.0022690529,58.69257,.0020034974,0,6.2313323,34.622639,.44918615,1,728
Sub-Saharan Africa,South Sudan,2020,28,6.0932326,High,.0022691276,60.501648,.0020011205,0,6.223002,32.830784,.44030011,1,728
Europe,Spain,2010,70,4.0254364,Moderate,.0097179608,78.6465,.046858408,.025766127,2.1165242,.18525623,18.969378,1,724
Europe,Spain,2020,53,5.2125864,Moderate,.01773273,69.456764,.12520808,.027235987,3.5752523,.4380669,26.359743,1,724
Asia-Pacific,Sri Lanka,2010,40,5.5719724,High,70.101845,7.6226339,12.579984,.00033867868,9.6640558,.013244387,.017901588,1,144
Asia-Pacific,Sri Lanka,2020,39,5.6107774,High,69.599945,5.5903573,14.534928,.00027630568,10.202401,.0022104455,.069881201,1,144
Latin America-Caribbean,St. Lucia,2010,125,1.8471524,Low,0,91.521194,.30669203,0,.10243513,2.0431821,6.0264983,1,662
Latin America-Caribbean,St. Lucia,2020,138,1.8038526,Low,0,91.733704,.31132656,0,.094947815,1.9587438,5.901279,1,662
Latin America-Caribbean,St. Vincent and the Grenadines,2010,96,2.8676779,Moderate,0,86.303421,.085553266,0,.10717303,5.6307182,7.8731327,1,670
Latin America-Caribbean,St. Vincent and the Grenadines,2020,103,2.8657093,Moderate,0,86.314125,.08554294,0,.10706639,5.6293573,7.8639121,1,670
Middle East-North Africa,Sudan,2010,197,.069562398,Very low,0,.1719131,.0013337311,0,99.701202,0,.12555031,1,729
Middle East-North Africa,Sudan,2020,186,.26486129,Very low,0,.48797816,.0012376102,0,98.855515,.092053778,.56321257,1,729
Latin America-Caribbean,Suriname,2010,3,7.6123328,Very high,.35342807,51.628513,23.40078,.03662467,14.05851,3.1494427,7.3727064,1,740
Latin America-Caribbean,Suriname,2020,2,7.5392842,Very high,.38381392,52.786781,22.453739,.032945402,13.090199,3.1432455,8.1092768,1,740
Europe,Sweden,2010,52,4.9293842,Moderate,.60577428,72.752151,.26036942,.08912202,4.5172458,.30451325,21.470823,1,752
Europe,Sweden,2020,22,6.3048306,High,.83967167,60.771309,.45201537,.15836248,8.0991983,.77306736,28.906376,1,752
Europe,Switzerland,2010,53,4.8886242,Moderate,.54677165,73.348312,.52222663,.24494398,5.0725255,.18088122,20.084337,1,756
Europe,Switzerland,2020,27,6.094182,High,.61909187,61.580498,.53941804,.22601055,6.0830727,.18676396,30.765142,1,756
Middle East-North Africa,Syria,2010,115,2.2383175,Moderate,0,8.5894928,.0088993628,.00053692114,89.464638,.002364934,1.9340726,1,760
Middle East-North Africa,Syria,2020,151,1.299776,Low,0,3.8407471,.0099996245,.000559979,94.165993,.002657043,1.9800457,1,760
Asia-Pacific,Taiwan,2010,4,7.48176,Very high,20.872694,4.9372106,0,0,.34520519,51.071022,22.773867,1,158
Asia-Pacific,Taiwan,2020,3,7.4626598,Very high,19.188751,5.5392914,0,0,.49780315,51.682316,23.091835,1,158
Asia-Pacific,Tajikistan,2010,187,.25149038,Very low,.0053793211,1.0001905,.0045921034,0,98.911224,.0040672915,.07454811,1,762
Asia-Pacific,Tajikistan,2020,187,.2508221,Very low,.0041914629,1.0002198,.0036675301,0,98.914124,.003248384,.074550293,1,762
Sub-Saharan Africa,Tanzania,2010,33,5.7612271,High,.00031034884,61.680954,.0099754985,.00028818107,35.383091,.74745435,2.1779282,1,834
Sub-Saharan Africa,Tanzania,2020,36,5.724812,High,.00017826895,64.691658,.006482508,.00017826895,29.867817,1.9555314,3.478159,1,834
Asia-Pacific,Thailand,2010,137,1.4473072,Low,93.447784,1.2187071,.071827345,.00029295235,5.0443287,.14596,.071096636,1,764
Asia-Pacific,Thailand,2020,154,1.2467151,Low,94.392456,1.0336112,.040371645,.00027981552,4.5145898,.0060594194,.012629814,1,764
Asia-Pacific,Timor-Leste,2010,192,.13596217,Very low,.036748275,99.415123,.15767682,0,.19080257,.023256425,.17639172,1,626
Asia-Pacific,Timor-Leste,2020,195,.10807782,Very low,.030312831,99.535324,.012914565,0,.25667191,.10092044,.063858345,1,626
Sub-Saharan Africa,Togo,2010,10,6.9431806,High,.0018259685,58.408092,.0015216403,.00038041009,16.219923,17.799625,7.5686293,1,768
Sub-Saharan Africa,Togo,2020,7,7.0933199,Very high,.0015398136,56.884239,.001184472,.000296118,16.138145,18.961811,8.012784,1,768
Asia-Pacific,Tonga,2010,178,.50192237,Very low,.17813595,97.811401,.09730988,0,.023360845,1.6095194,.28027007,1,776
Asia-Pacific,Tonga,2020,178,.51301241,Very low,.058603145,97.764008,.078757726,0,.060463756,1.4568256,.58134001,1,776
Latin America-Caribbean,Trinidad and Tobago,2010,41,5.4645114,Moderate,.032295112,69.576103,20.882442,.0070907101,5.5440917,1.4082063,2.5497704,1,780
Latin America-Caribbean,Trinidad and Tobago,2020,46,5.4070983,Moderate,.029391387,70.017494,20.617247,.019760933,5.4642849,1.4032747,2.4485474,1,780
Middle East-North Africa,Tunisia,2010,191,.14126171,Very low,0,.22946174,0,.0082606226,99.391792,0,.37048891,1,788
Middle East-North Africa,Tunisia,2020,192,.16158442,Very low,0,.24667557,0,.0082225194,99.303795,0,.44131082,1,788
Asia-Pacific,Turkey,2010,183,.31698406,Very low,.042002544,.65008187,.032464851,.024944741,98.628838,.43906066,.18261118,1,792
Asia-Pacific,Turkey,2020,170,.65779555,Very low,.052905582,.13598159,.043144707,.029282628,97.106873,.10281084,2.5290017,1,792
Asia-Pacific,Turkmenistan,2010,134,1.5239751,Low,.01137474,6.3705602,.0018982646,.0037965293,93.020889,.083682567,.50779569,1,795
Asia-Pacific,Turkmenistan,2020,153,1.2579581,Low,.0067195296,5.6152196,.0015998877,.0031997755,94.287933,.013439059,.071888015,1,795
Latin America-Caribbean,U.S. Virgin Islands,2010,148,1.1692774,Low,0,94.779701,.42470255,.3304677,.106112,.63529581,3.7237239,1,850
Latin America-Caribbean,U.S. Virgin Islands,2020,155,1.2324353,Low,0,94.481102,.42040548,.33325991,.10534078,.62821412,4.0316787,1,850
Sub-Saharan Africa,Uganda,2010,105,2.5600462,Moderate,.00061839615,87.628723,.0046379711,.00027827825,11.20589,1.1443909,.015459904,1,800
Sub-Saharan Africa,Uganda,2020,113,2.531812,Moderate,.00080048339,87.744301,.0053365557,.0010406284,11.41293,.74071169,.094881155,1,800
Europe,Ukraine,2010,91,2.9412236,Moderate,.1003009,85.456367,.011426565,.1003009,.90270817,.18917525,13.239719,1,804
Europe,Ukraine,2020,92,3.2777493,Moderate,.33441824,83.429771,.01266236,.095710993,.56782633,.41504487,15.144568,1,804
Middle East-North Africa,United Arab Emirates,2010,57,4.7432389,Moderate,.15363538,13.156287,10.803028,.01381787,75.128319,.4362179,.30869737,1,784
Middle East-North Africa,United Arab Emirates,2020,57,5.0590525,Moderate,.16714233,14.313642,11.753531,.015009755,72.940231,.47460544,.33583519,1,784
Europe,United Kingdom,2010,20,6.1234374,High,.44934526,62.379021,1.4705719,.45168716,5.2582631,1.2070519,28.784061,1,826
Europe,United Kingdom,2020,12,6.8823056,High,.45710918,49.370411,1.6954442,.44077584,6.3691177,1.4489841,40.218159,1,826
North America,United States,2010,68,4.1943631,Moderate,1.1520829,78.278938,.57529491,1.8341267,.89118677,.81356478,16.454805,1,840
North America,United States,2020,32,5.8457952,High,1.291746,64.010002,.89428562,1.6892065,1.1923809,1.1923809,29.729998,1,840
Latin America-Caribbean,Uruguay,2010,30,5.7881656,High,0,60.979259,0,.5189923,.021475542,2.2164841,36.26379,1,858
Latin America-Caribbean,Uruguay,2020,26,6.1449404,High,0,44.491306,0,.47826147,.089302436,2.5313261,52.409805,1,858
Asia-Pacific,Uzbekistan,2010,156,.95683026,Very low,.067146286,3.3573139,.20143883,.01502461,95.750603,.0041579735,.60431653,1,860
Asia-Pacific,Uzbekistan,2020,161,.98861158,Very low,.014764371,2.7753074,.027500503,.0083515635,95.622231,.99986249,.55198419,1,860
Asia-Pacific,Vanuatu,2010,85,3.3967197,Moderate,.020370498,82.607925,.020370498,.0162964,.024444599,16.225853,1.0847412,1,548
Asia-Pacific,Vanuatu,2020,93,3.2647741,Moderate,.016042005,83.503761,.019250408,.012833605,.019250408,15.062409,1.3664558,1,548
Latin America-Caribbean,Venezuela,2010,114,2.2629204,Moderate,.021335995,89.358032,0,.040026743,.049807191,2.0997245,8.4310732,1,862
Latin America-Caribbean,Venezuela,2020,114,2.492887,Moderate,.021340482,88.115417,0,.017549738,.049069069,2.0688734,9.7277508,1,862
Asia-Pacific,Vietnam,2010,19,6.1809101,High,27.585897,8.7953625,.065549128,.00014336864,.087436005,1.3207796,62.144833,1,704
Asia-Pacific,Vietnam,2020,38,5.6235433,High,23.020819,8.33002,.041288089,.00012716373,.072078042,.86202037,67.673645,1,704
Middle East-North Africa,Western Sahara,2010,193,.11382868,Very low,0,.16511615,0,0,99.510422,.041031256,.28343341,1,732
Middle East-North Africa,Western Sahara,2020,196,.10423094,Very low,0,.15418613,0,0,99.551842,.041015852,.25295901,1,732
Middle East-North Africa,Yemen,2010,200,.051338375,Very low,.00054763159,.1111949,.020206964,.00096925104,99.77964,.011827809,.075613186,1,887
Middle East-North Africa,Yemen,2020,201,.031931501,Very low,.00054655207,.055731442,.0077437633,.00020242669,99.863022,.011200944,.061554585,1,887
Sub-Saharan Africa,Zambia,2010,177,.53066832,Very low,.0021751605,97.682922,.018198842,.0012325909,.50551617,1.71056,.079393357,1,894
Sub-Saharan Africa,Zambia,2020,180,.39599606,Very low,.0019019728,98.28038,.016061105,.0010038191,.51128948,1.1296077,.059753649,1,894
Sub-Saharan Africa,Zimbabwe,2010,88,3.1579306,Moderate,.043458719,84.445267,.048871588,.0031153206,.50271493,2.4736724,12.482901,1,716
Sub-Saharan Africa,Zimbabwe,2020,108,2.6623552,Moderate,.037205644,87.200188,.038111851,.0012763514,.52910537,1.6542262,10.539887,1,716
